Аварийность,Адрес,Безопасность,Газоснабжение,Год постройки,Жилая,Инфраструктура,Кухня,Лифты,Метро 0,Метро 1,Метро 2,Мусоропровод,Название,Общая,Отопление,Отрицательное соседство,Парковка,Подъезды,Положительное соседство,Построен,Срок сдачи,Строительная серия,Тип дома,Тип перекрытий,Транспорт,Цена,Цена за квадрат,Экология,Этаж
Нет,"Москва, СВАО, р-н Бутырский, ул. Руставели, 1/2",,Центральное,1957,31 м²,,8 м²,1 пассажирский, ⋅  5 мин. пешком, ⋅  12 мин. пешком,,Есть,"1-комн. квартира, 61 м²",61 м²,Центральное,,Открытая,9,,1957,,,Блочный,Железобетонные,,12299000,201 623,,2 из 8
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"13,8 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 78,07 м²","78,07 м²",,,Открытая,,,,4 кв. 2020,,,,,24240675,310 499,,6 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"14,5 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. апартаменты, 61,41 м²","61,41 м²",,,Открытая,,,,4 кв. 2020,,,,,16856760,274 495,,8 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"18,8 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 62,84 м²","62,84 м²",,,Открытая,,,,4 кв. 2020,,,,,16873091,268 509,,8 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"14,2 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 75,49 м²","75,49 м²",,,Открытая,,,,4 кв. 2020,,,,,20222355,267 881,,9 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"14,8 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 60,24 м²","60,24 м²",,,Открытая,,,,4 кв. 2020,,,,,15200699,252 336,,9 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"12,6 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. апартаменты, 51,68 м²","51,68 м²",,,Открытая,,,,4 кв. 2020,,,,,18283834,353 789,,9 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"18,8 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 65,16 м²","65,16 м²",,,Открытая,,,,4 кв. 2020,,,,,16953519,260 183,,10 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"18,8 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 62,84 м²","62,84 м²",,,Открытая,,,,4 кв. 2020,,,,,22494932,357 972,,12 из 15
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"32,6 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. апартаменты, 46,61 м²","46,61 м²",,,Открытая,,,,4 кв. 2020,,,,,18158185,389 577,,12 из 15
Нет,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43",,,2012,"51,4 м²",,17 м²,"1 пассажирский, 2 грузовых", ⋅  2 мин. на транспорте,,,,"2-комн. квартира, 101,8 м²","101,8 м²",Автономная котельная,,Подземная,8,,,4 кв. 2012,,Монолитный,,,21378000,210 000,,5 из 23
Нет,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43",,,2012,"51,4 м²",,17 м²,"1 пассажирский, 2 грузовых", ⋅  2 мин. на транспорте,,,,"2-комн. квартира, 100,8 м²","100,8 м²",Автономная котельная,,Подземная,8,,,4 кв. 2012,,Монолитный,,,22276800,221 000,,15 из 23
Нет,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64к2",,,2012,,,,1 пассажирский, ⋅  10 мин. пешком,,,,"1-комн. квартира, 76,9 м²","76,9 м²",Индивидуальный тепловой пункт,,Подземная,2,,,2 кв. 2013,,Монолитный,Железобетонные,,19225000,250 000,,3 из 40
,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37К6",,,,"48,9 м²",,"6,8 м²",1 пассажирский,,,,,"2-комн. квартира, 75,6 м²","75,6 м²",,,Подземная,,,,3 кв. 2020,,,,,26189259,346 419,,4 из 41
Нет,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",,Центральное,2013,,,,1 пассажирский, ⋅  15 мин. на транспорте, ⋅  15 мин. на транспорте, ⋅  18 мин. на транспорте,Есть,"2-комн. квартира, 81,4 м²","81,4 м²",Центральное,,,18,,2013,,,Блочный,Железобетонные,,9768000,120 000,,26 из 45
Нет,"Москва, ЗАО, р-н Кунцево, Ярцевская ул., 27к9",,,2007,"40,6 м²",,15 м²,"2 пассажирских, 2 грузовых", ⋅  8 мин. пешком, ⋅  24 мин. пешком,,Есть,"2-комн. квартира, 86,1 м²","86,1 м²",Индивидуальный тепловой пункт,,Подземная,1,,2007,,,Монолитный,Железобетонные,,19800000,229 965,,4 из 22
Нет,"Москва, ЗАО, р-н Дорогомилово, Кутузовский просп., 1/7",,Центральное,1940,40 м²,,12 м²,1 пассажирский, ⋅  5 мин. пешком, ⋅  17 мин. пешком, ⋅  31 мин. пешком,Есть,"2-комн. квартира, 58 м²",58 м²,Центральное,,,10,,1940,,,Кирпичный,Смешанные,,23500000,405 172,,7 из 7
,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43к7",,,,"18,8 м²",,"18,9 м²","1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"1-комн. квартира, 45,1 м²","45,1 м²",,,Открытая,,,,1 кв. 2020,,,,,11410300,253 000,,2 из 32
,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43к7",,,,38 м²,,"8,4 м²","1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"2-комн. квартира, 63,4 м²","63,4 м²",,,Открытая,,,,1 кв. 2020,,,,,17435000,275 000,,22 из 32
,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43к7",,,,"33,5 м²",,"16,7 м²","1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"2-комн. квартира, 65,4 м²","65,4 м²",,,Открытая,,,,1 кв. 2020,,,,,18769800,287 000,,28 из 32
,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43к7",,,,"33,5 м²",,"16,7 м²","1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"2-комн. квартира, 65,4 м²","65,4 м²",,,Открытая,,,,1 кв. 2020,,,,,18769800,287 000,,31 из 32
,"Москва, ЦАО, р-н Пресненский, Средний Тишинский пер., 5/7С1",,,,"41,2 м²",,"22,1 м²","1 пассажирский, 2 грузовых", ⋅  10 мин. пешком, ⋅  2 мин. на транспорте, ⋅  5 мин. на транспорте,,"2-комн. квартира, 87,1 м²","87,1 м²",,,Подземная,,,,2 кв. 2021,,,,,51822758,594 980,,13 из 17
,"Москва, ЦАО, р-н Пресненский, Средний Тишинский пер., 5/7С1",,,,"17,8 м²",,"48,7 м²","1 пассажирский, 2 грузовых", ⋅  10 мин. пешком, ⋅  2 мин. на транспорте, ⋅  5 мин. на транспорте,,"1-комн. квартира, 94,1 м²","94,1 м²",,,Подземная,,,,2 кв. 2021,,,,,55041913,584 930,,13 из 17
,"Москва, ЦАО, р-н Красносельский, 3-й Красносельский пер., 19С4",,,,,,,2 грузовых, ⋅  11 мин. пешком, ⋅  3 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 57 м²",57 м²,,,Открытая,,,,2 кв. 2019,,,,,14820000,260 000,,2 из 5
,"Москва, ЦАО, р-н Красносельский, 3-й Красносельский пер., 19С4",,,,,,,2 грузовых, ⋅  11 мин. пешком, ⋅  3 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 56,2 м²","56,2 м²",,,Открытая,,,,2 кв. 2019,,,,,14612000,260 000,,3 из 5
,"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к9",,,,"32,4 м²",,"5,1 м²",, ⋅  5 мин. пешком, ⋅  7 мин. пешком,,,"2-комн. апартаменты, 57,7 м²","57,7 м²",,,,,,,4 кв. 2011,,,,,17083567,296 076,,4 из 9
,"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к9",,,,"42,7 м²",,"5,5 м²",, ⋅  5 мин. пешком, ⋅  7 мин. пешком,,,"2-комн. апартаменты, 75,37 м²","75,37 м²",,,,,,,4 кв. 2011,,,,,21514002,285 445,,6 из 9
,"Москва, САО, р-н Беговой, Ленинградский просп., 15С2",,,,32 м²,,15 м²,1 пассажирский, ⋅  15 мин. пешком, ⋅  17 мин. пешком,,,"2-комн. апартаменты, 52 м²",52 м²,,,Открытая,,,,,,,,,28000000,538 462,,5 из 6
,"Москва, ЦАО, р-н Таганский, ул. Рогожский Вал, вл12",,,,31 м²,,4 м²,1 пассажирский, ⋅  7 мин. пешком,,,Есть,"2-комн. апартаменты, 44,6 м²","44,6 м²",,,Открытая,,,,,,,,,15763316,353 438,,12 из 12
,"Москва, ЦАО, р-н Таганский, ул. Рогожский Вал, вл12",,,,23 м²,,10 м²,1 пассажирский, ⋅  7 мин. пешком,,,Есть,"1-комн. апартаменты, 36,2 м²","36,2 м²",,,Открытая,,,,,,,,,11340972,313 287,,11 из 12
Нет,"Москва, ЦАО, р-н Тверской, 1-й Тверской-Ямской пер., 11",,,2003,65 м²,,10 м²,"1 пассажирский, 1 грузовой", ⋅  5 мин. пешком, ⋅  10 мин. пешком, ⋅  10 мин. пешком,Есть,"2-комн. квартира, 112 м²",112 м²,,,,1,,,,,Монолитный,,,64300799,574 114,,9 из 12
Нет,"Московская область, Мытищи городской округ, Вешки поселок, Новые Вешки коттеджный поселок, ул. Лиственная, 3",,,2014,30 м²,,7 м²,"1 пассажирский, 1 грузовой", ⋅  10 мин. на транспорте,,,Есть,"1-комн. квартира, 50,4 м²","50,4 м²",Автономная котельная,,Подземная,6,,,,,Монолитный,Железобетонные,,8560000,169 841,,4 из 6
,"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к4",,,,53 м²,,"13,5 м²",, ⋅  1 мин. пешком, ⋅  5 мин. пешком, ⋅  21 мин. пешком,,"2-комн. квартира, 76,52 м²","76,52 м²",,,,,,2011,,,,,,24635184,321 944,,10 из 18
Нет,"Москва, ЦАО, р-н Замоскворечье, Татарская ул., 3С1",,,1883,20 м²,,8 м²,1 пассажирский, ⋅  5 мин. пешком,,,,"1-комн. квартира, 40 м²",40 м²,Центральное,,Наземная,2,,1883,,,Кирпичный,Деревянные,,15500000,387 500,,5 из 5
,"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к6",,,,,,,, ⋅  1 мин. пешком, ⋅  5 мин. пешком, ⋅  21 мин. пешком,,"2-комн. апартаменты, 94,06 м²","94,06 м²",,,,,,2010,,,,,,23504510,249 888,,4 из 9
Нет,"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 38/1",,Центральное,1958,,,,1 пассажирский, ⋅  10 мин. пешком, ⋅  19 мин. пешком, ⋅  24 мин. пешком,Есть,"2-комн. квартира, 60 м²",60 м²,Центральное,,Наземная,11,,1958,,,Кирпичный,Железобетонные,,34000000,566 667,,7 из 10
Нет,"Москва, САО, р-н Хорошевский, ул. Гризодубовой, 4К4",,,2006,49 м²,,18 м²,"1 пассажирский, 1 грузовой", ⋅  8 мин. пешком, ⋅  10 мин. на транспорте,,,"2-комн. квартира, 74 м²",74 м²,Центральное,,,7,,,,,Монолитный,Железобетонные,,24800000,335 135,,3 из 18
,"Москва, СВАО, р-н Останкинский, просп. Мира, вл95",,,,"14,2 м²",,,1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. апартаменты, 75,79 м²","75,79 м²",,,Открытая,,,,4 кв. 2020,,,,,19979841,263 621,,8 из 15
Нет,"Московская область, Мытищи городской округ, Грибки деревня, ул. Адмиральская, вл6с1",,,2014,56 м²,,20 м²,"1 пассажирский, 1 грузовой", ⋅  28 мин. на транспорте, ⋅  35 мин. на транспорте, ⋅  36 мин. на транспорте,,"2-комн. апартаменты, 93,6 м²","93,6 м²",,,Наземная,,,2016,,,Монолитный,,,7500000,80 128,,3 из 6
Нет,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",,,2011,,,,"4 пассажирских, 2 грузовых", ⋅  29 мин. пешком, ⋅  29 мин. пешком, ⋅  39 мин. пешком,Есть,"2-комн. квартира, 63 м²",63 м²,Центральное,,Подземная,5,,2011,,,Монолитный,Железобетонные,,44000000,698 413,,5 из 34
Нет,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",,,2011,,,,"4 пассажирских, 2 грузовых", ⋅  29 мин. пешком, ⋅  29 мин. пешком, ⋅  39 мин. пешком,Есть,"2-комн. квартира, 62 м²",62 м²,Центральное,,Подземная,5,,2011,,,Монолитный,Железобетонные,,23000000,370 968,,10 из 34
Нет,"Москва, ЮАО, р-н Нагатино-Садовники, 1-й Нагатинский проезд, 11к1",,,2012,69 м²,,,"1 пассажирский, 3 грузовых", ⋅  15 мин. пешком, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте,,"3-комн. квартира, 103,1 м²","103,1 м²",Центральное,,Подземная,7,,2011,,,Монолитный,Железобетонные,,24990000,242 386,,6 из 33
Нет,"Москва, САО, р-н Беговой, Ленинградский просп., 15С28",,,2019,30 м²,,10 м²,"1 пассажирский, 1 грузовой", ⋅  10 мин. пешком,,,,"1-комн. апартаменты, 40 м²",40 м²,,,Открытая,,,,,,Монолитный,,,13800000,345 000,,5 из 8
,"Москва, ЦАО, р-н Пресненский, Мантулинская ул.",,,,,,17 м²,, ⋅  15 мин. пешком, ⋅  7 мин. пешком, ⋅  18 мин. пешком,,"1-комн. квартира, 42,5 м²","42,5 м²",,,,,,,2 кв. 2020,,,,,14900000,350 588,,10 из 20
Нет,"Москва, ЦАО, р-н Тверской, Никольская ул., 10/2С2б",,,2015,78 м²,,20 м²,1 пассажирский, ⋅  3 мин. пешком, ⋅  2 мин. пешком, ⋅  6 мин. пешком,Есть,"2-комн. апартаменты, 109 м²",109 м²,,,Подземная,,,,,,Монолитный,,,119149382,1 093 114,,4 из 5
Нет,"Москва, ЦАО, р-н Арбат, Новинский бул., 1/2",,Центральное,1855,,,,Нет,,,,,"2-комн. квартира, 64 м²",64 м²,Центральное,,Наземная,3,,,,,Кирпичный,Деревянные,,23000000,359 375,,4 из 5
Нет,"Москва, ЦАО, р-н Таганский, Международная ул., вл15А",,,2018,,,,Нет, ⋅  4 мин. пешком, ⋅  5 мин. пешком, ⋅  25 мин. пешком,,"2-комн. апартаменты, 72,3 м²","72,3 м²",,,,,,,,,Монолитный,,,18000000,248 963,,17 из 19
Нет,"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к1",,,2017,74 м²,,,Нет, ⋅  13 мин. пешком,,,,"2-комн. квартира, 93 м²",93 м²,Центральное,,,2,,,,,Монолитный,Железобетонные,,49000000,526 882,,3 из 13
,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд",,,,,,,1 пассажирский, ⋅  7 мин. пешком, ⋅  4 мин. на транспорте, ⋅  4 мин. на транспорте,,"2-комн. квартира, 70,79 м²","70,79 м²",,,Подземная,,,,3 кв. 2022,,Монолитный,,,16423280,232 000,,2 из 45
