Адрес,Жилая,Кухня,Общая,Цена,Цена за квадрат,Этаж,Этажность здания,Время,Способ передвижения,Координаты
"Москва, ЮАО, р-н Бирюлево Восточное, 6-я Радиальная ул., вл7к23",,10.3,54.8,6500000.0,118613.0,16,17,3.0,на транспорте,"(55.605495, 37.655688, 0.0)"
"Москва, ВАО, р-н Богородское, Тюменский проезд, 3к5",14.2,3.4,22.87,5099829.0,222992.0,2,22,4.0,пешком,"(55.811735, 37.740722, 0.0)"
"Москва, СВАО, р-н Бутырский, Новодмитровская ул., 2к5",24.0,15.0,43.0,10800000.0,251163.0,13,47,9.0,пешком,"(55.80357, 37.591027, 0.0)"
"Москва, НАО (Новомосковский), Десеновское поселение, Кленовые Аллеи жилой комплекс, к4",16.0,10.0,38.5,5070000.0,131688.0,1,14,10.0,на транспорте,"(55.511022, 37.350351, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул., 25к4",33.3,,86.1,16014600.0,186000.0,3,22,5.0,на транспорте,"(55.785275, 37.493793, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул., вл7к1",30.3,,80.5,16583000.0,206000.0,20,22,5.0,на транспорте,"(55.780122, 37.500207, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул., 7К1",23.1,26.4,70.6,15320200.0,217000.0,14,22,5.0,на транспорте,"(55.787867, 37.494386, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул.",,,38.9,9374900.0,241000.0,21,22,5.0,на транспорте,"(55.782476, 37.500809, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул.",,,38.9,9374900.0,241000.0,21,22,5.0,на транспорте,"(55.782476, 37.500809, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул.",,,38.9,8869200.0,228000.0,2,22,5.0,на транспорте,"(55.782476, 37.500809, 0.0)"
"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 111к1",,,74.5,18400000.0,246980.0,33,48,5.0,на транспорте,"(55.661328, 37.509343, 0.0)"
"Московская область, Видное, бул. Зеленые аллеи, к2/6",13.6,5.0,26.76,2997120.0,112000.0,3,17,9.0,на транспорте,"(55.560565, 37.707826, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Ягодная ул., 8к3",20.2,13.0,51.3,7130700.0,139000.0,24,25,15.0,на транспорте,"(55.575073, 37.674346, 0.0)"
"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11",49.0,17.0,74.0,44000000.0,594595.0,3,11,8.0,пешком,"(55.726583, 37.572648, 0.0)"
"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",80.0,20.0,108.0,54999999.0,509259.0,52,76,3.0,пешком,"(55.747115, 37.539078, 0.0)"
"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/5",,22.3,66.1,39000000.0,590015.0,4,11,8.0,пешком,"(55.725118, 37.572836, 0.0)"
"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11Б",,12.2,71.4,39600000.0,554622.0,3,13,8.0,пешком,"(55.727724, 37.572288, 0.0)"
"Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81",,,52.6,9662400.0,183696.0,4,25,6.0,пешком,"(55.86155, 37.549812, 0.0)"
"Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81",,,33.1,7200000.0,217523.0,4,25,6.0,пешком,"(55.86155, 37.549812, 0.0)"
"Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81",,,52.4,10280000.0,196183.0,8,25,6.0,пешком,"(55.86155, 37.549812, 0.0)"
"Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81",,,52.1,10485000.0,201248.0,8,25,6.0,пешком,"(55.86155, 37.549812, 0.0)"
"Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81",,,53.4,10292000.0,192734.0,8,25,6.0,пешком,"(55.86155, 37.549812, 0.0)"
"Москва, САО, р-н Савеловский, ул. Юннатов, 4А",28.4,10.9,56.7,15031170.0,265100.0,4,14,10.0,пешком,"(55.798439, 37.563718, 0.0)"
"Москва, САО, р-н Савеловский, ул. Юннатов, 4Г",30.7,20.3,71.0,19525000.0,275000.0,10,25,10.0,пешком,"(55.798723, 37.565084, 0.0)"
"Москва, САО, р-н Савеловский, ул. Юннатов, 4Г",30.7,20.4,71.1,20384370.0,286700.0,22,25,10.0,пешком,"(55.798723, 37.565084, 0.0)"
"Москва, СЗАО, р-н Щукино, ул. Берзарина, 30К3",29.1,12.9,54.62,10437882.0,191100.0,2,21,3.0,на транспорте,"(55.790195, 37.472261, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",29.7,11.0,64.1,8140700.0,127000.0,20,45,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, САО, р-н Коптево, Михалковская ул., 1/51",32.0,10.0,54.0,13990000.0,259074.0,16,19,13.0,пешком,"(55.836534, 37.537299, 0.0)"
"Москва, ЮВАО, р-н Люблино, Цимлянская ул., 3к1",,8.6,50.5,8299000.0,164337.0,5,17,18.0,пешком,"(55.670844, 37.775433, 0.0)"
"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк3",,,63.1,13901013.0,220301.0,33,56,3.0,на транспорте,"(55.835483, 37.658338, 0.0)"
"Москва, СЗАО, р-н Митино, Муравская ул., 42к2",27.5,13.0,60.0,8500000.0,141667.0,24,26,4.0,на транспорте,"(55.85961, 37.372422, 0.0)"
"Москва, СВАО, р-н Ярославский, ул. Красная Сосна",16.4,9.2,35.3,7589500.0,215000.0,8,17,12.0,на транспорте,"(55.84496, 37.684551, 0.0)"
"Москва, СВАО, р-н Ярославский, ул. Красная Сосна",15.1,7.9,33.8,7476560.0,221200.0,14,17,12.0,на транспорте,"(55.84496, 37.684551, 0.0)"
"Москва, СВАО, р-н Ярославский, ул. Красная Сосна",34.0,11.8,62.1,10426590.0,167900.0,10,12,12.0,на транспорте,"(55.84496, 37.684551, 0.0)"
"Москва, ЮАО, р-н Зябликово, Задонский проезд, 24К2",36.0,10.0,53.0,8650000.0,163208.0,9,12,7.0,пешком,"(55.621785, 37.754718, 0.0)"
"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11",,,70.0,52000000.0,742857.0,12,12,8.0,пешком,"(55.726583, 37.572648, 0.0)"
"Москва, ЮАО, р-н Даниловский, Зиларт жилой комплекс, 8",31.1,12.2,63.53,15400000.0,242405.0,14,20,5.0,на транспорте,"(55.699137, 37.638548, 0.0)"
"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1",35.0,15.0,60.0,18490000.0,308167.0,7,31,12.0,пешком,"(55.7559, 37.506675, 0.0)"
"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 2к1",18.0,14.0,47.0,15290000.0,325319.0,7,7,11.0,пешком,"(55.699933, 37.635377, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",33.0,11.0,63.7,9373455.0,147150.0,19,21,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, ЦАО, р-н Таганский, Волгоградский просп., 1С1",13.5,6.6,26.1,6980000.0,267433.0,5,13,3.0,пешком,"(55.733462, 37.671112, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",33.6,10.2,63.8,9123400.0,143000.0,12,24,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",34.3,11.7,67.1,8521700.0,127000.0,2,21,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",39.0,11.5,75.5,9060000.0,120000.0,25,45,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Московская область, Красногорск городской округ, Путилково деревня, Большое Путилково жилой комплекс, к7",25.7,20.1,66.4,7585005.0,114232.0,14,25,4.0,на транспорте,"(55.868546, 37.387262, 0.0)"
"Московская область, Истра городской округ, Черная деревня, ул. Широкая, 11",29.1,9.4,61.1,5700000.0,93290.0,3,4,20.0,на транспорте,"(55.840755, 37.132087, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",30.0,10.5,76.1,9132000.0,120000.0,8,45,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",30.0,10.5,77.1,9252000.0,120000.0,19,45,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, САО, р-н Хорошевский, Хорошевское ш., 12к1",51.9,14.5,70.9,22000000.0,310296.0,6,32,1.0,пешком,"(55.774745, 37.548609, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",,,75.1,9012000.0,120000.0,27,45,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, ЦАО, р-н Басманный, Нижняя Красносельская ул., 35С7",43.0,,58.7,25593200.0,436000.0,5,5,6.0,пешком,"(55.775459, 37.673519, 0.0)"
"Москва, ЦАО, р-н Басманный, Нижняя Красносельская ул., 35С7",43.0,,58.7,25593200.0,436000.0,5,5,6.0,пешком,"(55.775459, 37.673519, 0.0)"
"Москва, СВАО, р-н Бибирево, ул. Коненкова, 12",30.7,6.7,45.7,8300000.0,181619.0,3,12,12.0,пешком,"(55.892607, 37.611769, 0.0)"
"Москва, ВАО, р-н Соколиная гора, Вольная ул., 28С2",18.5,8.1,36.0,7560000.0,210000.0,17,25,12.0,пешком,"(55.776477, 37.735359, 0.0)"
"Москва, ВАО, р-н Богородское, Погонный проезд, 3ак2",,,98.0,25300000.0,258163.0,28,30,6.0,на транспорте,"(55.820486, 37.701385, 0.0)"
"Москва, ЮАО, р-н Бирюлево Западное, Востряковский проезд, 1К2",19.0,7.0,33.0,5150000.0,156061.0,8,9,10.0,на транспорте,"(55.586481, 37.643031, 0.0)"
"Москва, ЮЗАО, р-н Коньково, ул. Бутлерова, 7Б",,,29.0,8300000.0,286207.0,6,21,6.0,на транспорте,"(55.653726, 37.529834, 0.0)"
"Москва, ЮАО, р-н Нагатинский затон, ул. Корабельная, 17к1",39.0,12.0,68.2,11237314.0,164770.0,7,15,5.0,на транспорте,"(55.681859, 37.696669, 0.0)"
"Московская область, Истра городской округ, Черная деревня, ул. Широкая, 11",30.5,12.9,61.4,5800000.0,94463.0,3,4,20.0,на транспорте,"(55.840755, 37.132087, 0.0)"
"Москва, ЮАО, р-н Нагатинский затон, ул. Корабельная, 17к2",20.0,10.0,40.9,7465273.0,182525.0,7,17,6.0,на транспорте,"(55.682757, 37.697298, 0.0)"
"Московская область, Истра городской округ, Черная деревня, ул. Широкая, 11",34.9,12.4,71.2,6300000.0,88483.0,2,4,20.0,на транспорте,"(55.840755, 37.132087, 0.0)"
"Москва, ЮАО, р-н Чертаново Центральное, ул. Красного Маяка, 11К5",32.0,7.0,44.0,7400000.0,168182.0,9,9,10.0,пешком,"(55.60995, 37.586392, 0.0)"
"Москва, СВАО, р-н Отрадное, Северный бул., 8",18.9,6.0,32.7,6600000.0,201835.0,9,9,8.0,пешком,"(55.867677, 37.614976, 0.0)"
"Московская область, Мытищи, мкр. Перловка, Трудовая ул., 12",19.1,5.8,31.3,3790000.0,121086.0,5,5,6.0,на транспорте,"(55.890083, 37.718112, 0.0)"
"Москва, САО, р-н Западное Дегунино, Селигер Сити жилой комплекс",29.0,13.4,51.2,10500000.0,205078.0,3,36,2.0,пешком,"(55.861282, 37.544432, 0.0)"
"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13",23.0,14.5,60.0,18600000.0,310000.0,20,28,3.0,пешком,"(55.817405, 37.573034, 0.0)"
"Московская область, Химки, мкр. Старые Химки, ул. Кудрявцева, 15",40.7,5.6,64.76,8150000.0,125849.0,37,40,15.0,на транспорте,"(55.896792, 37.466566, 0.0)"
"Московская область, Химки, мкр. Старые Химки, ул. Кудрявцева, 15",28.9,5.6,42.1,5610000.0,133254.0,17,40,15.0,на транспорте,"(55.896792, 37.466566, 0.0)"
"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13",45.0,18.0,97.0,26800000.0,276289.0,17,22,3.0,пешком,"(55.817405, 37.573034, 0.0)"
"Московская область, Одинцово, мкр. Новая Трехгорка, ул. Кутузовская, 25",39.1,11.4,69.0,7350000.0,106522.0,2,19,15.0,пешком,"(55.706284, 37.325261, 0.0)"
"Москва, ЦАО, р-н Басманный, Спартаковский пер., 24С1",22.3,6.0,37.0,9100000.0,245946.0,7,9,7.0,пешком,"(55.775986, 37.680787, 0.0)"
"Москва, ЦАО, р-н Хамовники, Смоленский бул., 15",45.0,12.0,72.0,22500000.0,312500.0,3,6,6.0,пешком,"(55.741794, 37.582538, 0.0)"
"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4с2",34.0,14.0,80.0,26900000.0,336250.0,20,21,5.0,пешком,"(55.703971, 37.490587, 0.0)"
"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 21к4",24.0,12.0,54.0,31000000.0,574074.0,7,18,7.0,пешком,"(55.710692, 37.607448, 0.0)"
"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 1",42.0,21.0,71.0,19000000.0,267606.0,6,14,3.0,на транспорте,"(55.699943, 37.637183, 0.0)"
"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 16С2",55.0,10.0,90.0,28350000.0,315000.0,21,22,10.0,пешком,"(55.758114, 37.546974, 0.0)"
"Москва, ЦАО, р-н Пресненский, пер. Красина, 16С1",40.0,13.0,58.0,15100000.0,260345.0,2,9,14.0,пешком,"(55.767934, 37.582808, 0.0)"
"Москва, ЗАО, р-н Раменки, Минская ул., 2",70.0,20.0,111.0,36000000.0,324324.0,26,39,10.0,пешком,"(55.716037, 37.503998, 0.0)"
"Москва, ЗАО, р-н Раменки, Минская ул., 2",65.0,20.0,98.0,33000000.0,336735.0,5,39,10.0,пешком,"(55.716037, 37.503998, 0.0)"
"Московская область, Королев, мкр. Болшево, Бурковский проезд, 48к3",26.4,9.4,46.0,4850000.0,105435.0,1,4,22.0,на транспорте,"(55.929707, 37.888486, 0.0)"
"Московская область, Пушкино, мкр. Новое Пушкино, ул. Просвещения",30.5,10.4,57.3,3811882.0,66525.0,2,13,29.0,на транспорте,"(56.022519, 37.857944, 0.0)"
"Москва, СВАО, р-н Отрадное, Березовая аллея, 4",34.0,10.0,54.1,6980000.0,129020.0,4,18,17.0,пешком,"(55.851884, 37.609946, 0.0)"
"Москва, СВАО, р-н Останкинский, Березовая аллея, 19Ас1",18.8,9.0,32.8,4200000.0,128049.0,4,18,12.0,пешком,"(55.848887, 37.621103, 0.0)"
